,customerID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,Churn,AgeGroup
5585,4667-OHGKG,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,19.3,4266,3,Yes,Middle Age (30–59)
5586,1998-VHJHK,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27,19.15,5606,5,No,Middle Age (30–59)
5587,1707-HABPF,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),46,91.3,3191,4,No,Senior (≥ 60)
5588,1660-HSOOQ,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,1,49.65,5338,3,Yes,Middle Age (30–59)
5589,7253-UVNDW,No,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),46,54.35,2793,3,Yes,Middle Age (30–59)
5590,0487-VVUVK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25,19.15,3829,4,No,Middle Age (30–59)
5591,7228-OMTPN,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,88.45,2456,3,Yes,Middle Age (30–59)
5592,5063-IUOKK,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,13,19.75,2016,5,No,Middle Age (30–59)
5593,4508-OEBEY,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),31,75.5,5611,3,No,Middle Age (30–59)
5594,0027-KWYKW,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,23,83.75,3585,4,No,Middle Age (30–59)
5595,2308-STERM,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2,19.4,5816,5,No,Middle Age (30–59)
5596,5982-XMDEX,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),65,26.5,4404,3,No,Middle Age (30–59)
5597,6284-AHOOQ,No,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),22,90.5,5014,1,Yes,Senior (≥ 60)
5598,6051-PTVNS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),55,19.15,5390,3,No,Middle Age (30–59)
5599,2344-JMOGN,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,9,94.85,3016,2,Yes,Middle Age (30–59)
5600,3799-ISUZQ,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),7,69.95,3296,2,Yes,Middle Age (30–59)
5601,2877-VDUER,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,35,40.9,5691,3,No,Middle Age (30–59)
5602,9152-AMKAK,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,6,80.25,2706,5,No,Middle Age (30–59)
5603,1794-HBQTJ,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,48.6,4207,1,Yes,Under 30
5604,9432-VOFYX,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,17,70.8,5420,5,No,Under 30
5605,8049-WJCLQ,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,10,60.2,5318,4,No,Middle Age (30–59)
5606,6586-PSJOX,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),15,55.2,3608,4,No,Middle Age (30–59)
5607,2460-FPSYH,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,40,55.8,4272,1,Yes,Senior (≥ 60)
5608,9705-ZJBCG,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),13,54.15,4977,3,No,Middle Age (30–59)
5609,4818-DRBQT,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29,80.15,5189,3,Yes,Under 30
5610,1320-HTRDR,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,75.5,5948,2,Yes,Middle Age (30–59)
5611,6847-KJLTS,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58,100.4,4005,5,No,Senior (≥ 60)
5612,9670-BPNXF,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),45,62.55,2935,3,No,Middle Age (30–59)
5613,3913-FCUUW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),72,70.45,4463,3,No,Middle Age (30–59)
5614,3301-VKTGC,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),68,85.5,4380,3,No,Under 30
5615,1493-AMTIE,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1,20.2,5394,1,Yes,Under 30
5616,9555-SAHUZ,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,38,54.5,5499,3,No,Middle Age (30–59)
5617,0816-TSPHQ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2,20.75,3976,3,No,Middle Age (30–59)
5618,9932-WBWIK,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,11,20.35,5597,5,No,Middle Age (30–59)
5619,4619-EVPHY,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),20,91.0,3748,5,No,Senior (≥ 60)
5620,5286-YHCVC,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,104.8,4165,4,No,Middle Age (30–59)
5621,6424-ELEYH,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3,74.75,3972,1,Yes,Middle Age (30–59)
5622,4391-RESHN,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,23,104.05,5963,1,Yes,Middle Age (30–59)
5623,9115-YQHGA,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,40,51.1,3355,5,No,Under 30
5624,4462-CYWMH,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62,89.8,4981,3,No,Senior (≥ 60)
5625,8963-MQVYN,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22,20.55,3169,3,No,Under 30
5626,2458-EOMRE,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),11,64.05,4171,4,No,Under 30
5627,9334-GWGOW,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,7,74.85,2259,4,No,Senior (≥ 60)
5628,6821-BUXUX,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,13,96.65,2110,1,Yes,Under 30
5629,5028-HTLJB,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.05,3491,1,Yes,Senior (≥ 60)
5630,9801-GDWGV,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39,103.45,4811,2,Yes,Middle Age (30–59)
5631,6542-LWGXJ,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3,25.0,2730,4,No,Middle Age (30–59)
5632,5567-GZKQY,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),58,20.3,4335,4,No,Middle Age (30–59)
5633,1222-LRYKO,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,6,26.35,2189,3,No,Under 30
5634,2320-JRSDE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1,19.9,4633,3,Yes,Middle Age (30–59)
5635,2087-QAREY,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,22,54.7,5722,3,No,Middle Age (30–59)
5636,0601-WZHJF,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,14,46.35,5360,3,Yes,Middle Age (30–59)
5637,4423-JWZJN,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),64,90.25,4799,4,No,Middle Age (30–59)
5638,5143-WMWOG,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1,19.95,2051,2,Yes,Middle Age (30–59)
5639,6490-FGZAT,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,6,20.65,3266,5,No,Middle Age (30–59)
5640,5393-RXQSZ,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1,79.6,2199,3,Yes,Middle Age (30–59)
5641,7452-FOLON,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),39,25.45,5986,5,No,Middle Age (30–59)
5642,2320-TZRRH,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20,19.5,4700,3,No,Middle Age (30–59)
5643,0231-LXVAP,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,75.9,3389,3,Yes,Under 30
5644,9444-JTXHZ,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1,76.2,5973,3,Yes,Middle Age (30–59)
5645,4942-VZZOM,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),64,66.15,4703,3,No,Middle Age (30–59)
5646,5510-BOIUJ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,19.25,5437,3,Yes,Middle Age (30–59)
5647,7502-BNYGS,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46,69.1,2333,5,No,Under 30
5648,4291-HYEBC,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,28,39.1,2305,3,No,Senior (≥ 60)
5649,6147-CBCRA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33,20.05,5759,4,No,Middle Age (30–59)
5650,6047-SUHPR,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,39,59.8,3093,3,No,Middle Age (30–59)
5651,4471-KXAUH,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,42,84.3,2514,3,Yes,Middle Age (30–59)
5652,9752-ZNQUT,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,48.6,3704,5,No,Middle Age (30–59)
5653,7638-QVMVY,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,7,79.0,3735,2,Yes,Middle Age (30–59)
5654,1576-PFZIW,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),70,105.35,5866,4,No,Senior (≥ 60)
5655,5666-MBJPT,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65,25.1,5449,4,No,Under 30
5656,7312-XSBAT,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,1,49.75,2908,4,No,Middle Age (30–59)
5657,3096-GKWEB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,94.75,4477,4,No,Middle Age (30–59)
5658,2371-JQHZZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24,93.0,5886,5,No,Middle Age (30–59)
5659,0674-GCDXG,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),63,71.9,5816,4,No,Under 30
5660,1121-QSIVB,No,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,44,77.55,5044,3,No,Middle Age (30–59)
5661,4396-KLSEH,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,4,19.85,5918,5,No,Under 30
5662,3244-DCJWY,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,70.25,4133,1,Yes,Under 30
5663,2824-MYYBN,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,37,95.25,2969,4,No,Middle Age (30–59)
5664,0875-CABNR,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),10,84.6,3320,3,Yes,Senior (≥ 60)
5665,6345-HOVES,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34,25.05,3800,4,No,Middle Age (30–59)
5666,8318-LCNBW,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),35,53.15,5638,3,No,Middle Age (30–59)
5667,6469-QJKZW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,4,20.15,2198,3,No,Middle Age (30–59)
5668,0147-ESWWR,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,39,101.25,3172,4,No,Senior (≥ 60)
5669,1217-VASWC,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),43,100.55,4499,4,No,Senior (≥ 60)
5670,7812-FZHPE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17,24.1,4648,1,Yes,Middle Age (30–59)
5671,6370-ZVHDV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),61,25.3,4501,4,No,Middle Age (30–59)
5672,5915-DGNVC,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,49,71.8,6193,4,No,Middle Age (30–59)
5673,6260-XLACS,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,4,19.7,5018,3,No,Middle Age (30–59)
5674,3566-CAAYU,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,64,49.85,5644,5,No,Under 30
5675,4983-CCWMC,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,3,69.6,5487,4,No,Middle Age (30–59)
5676,9103-CXVOK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1,19.75,3068,4,No,Middle Age (30–59)
5677,2896-TBNBE,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,40,80.8,3387,3,No,Middle Age (30–59)
5678,4797-AXPXK,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,60.0,4531,1,Yes,Middle Age (30–59)
5679,5229-PRWKT,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,8,86.55,4193,3,Yes,Middle Age (30–59)
5680,6982-UQZLY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,20.85,3817,3,Yes,Senior (≥ 60)
5681,2522-WLNSF,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),34,64.2,2225,4,No,Senior (≥ 60)
5682,3841-CONLJ,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1,35.0,4099,3,No,Middle Age (30–59)
5683,5057-LCOUI,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39,50.75,4119,3,Yes,Middle Age (30–59)
5684,0193-ESZXP,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),58,105.5,5067,1,Yes,Senior (≥ 60)
5685,4475-NVTLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45,19.2,3451,3,No,Under 30
5686,4369-HTUIF,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),6,85.15,5831,2,Yes,Senior (≥ 60)
5687,9386-LDCZR,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),43,90.65,2496,3,No,Under 30
5688,9585-KKMFD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41,20.0,5743,3,No,Under 30
5689,5399-ZIMKF,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5,74.65,3319,3,No,Middle Age (30–59)
5690,0336-KXKFK,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,61.2,4085,3,No,Middle Age (30–59)
5691,5619-XZZKR,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,4,19.95,2195,4,No,Middle Age (30–59)
5692,3948-FVVRP,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,9,54.8,2848,4,No,Middle Age (30–59)
5693,5327-XOKKY,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),72,73.45,5540,3,No,Senior (≥ 60)
5694,0983-TATYJ,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,33,51.45,4935,3,No,Middle Age (30–59)
5695,1813-JYWTO,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),72,80.45,4202,4,No,Middle Age (30–59)
5696,0156-FVPTA,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,22,54.2,5102,2,Yes,Middle Age (30–59)
5697,1984-FCOWB,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,70,109.5,4191,2,Yes,Under 30
5698,0654-HMSHN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,21,104.4,3796,2,Yes,Middle Age (30–59)
5699,6719-OXYBR,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,15,85.3,5559,3,No,Middle Age (30–59)
5700,3312-ZWLGF,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29,79.3,3172,5,No,Senior (≥ 60)
5701,6476-YHMGA,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),15,76.5,3851,5,No,Middle Age (30–59)
5702,5287-QWLKY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),71,105.1,5725,1,Yes,Senior (≥ 60)
5703,0795-XCCTE,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),72,25.4,6141,3,No,Senior (≥ 60)
5704,0168-XZKBB,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,19,86.85,5072,5,No,Middle Age (30–59)
5705,3785-NRHYR,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,19.65,3192,3,No,Middle Age (30–59)
5706,5196-SGOAK,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.7,4884,3,Yes,Middle Age (30–59)
5707,4537-DKTAL,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,45.55,4372,5,No,Under 30
5708,7072-MBHEV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),11,78.1,2333,5,No,Senior (≥ 60)
5709,5602-BVFMK,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,12,19.3,2868,5,No,Middle Age (30–59)
5710,6297-NOOPG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,70,110.5,5979,4,No,Middle Age (30–59)
5711,1891-UAWWU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,20,90.8,2312,1,Yes,Senior (≥ 60)
5712,8204-TIFGJ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23,20.3,3630,3,No,Middle Age (30–59)
5713,8050-DVOJX,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49,81.35,4537,4,No,Senior (≥ 60)
5714,6108-OQZDQ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,97.95,2570,3,Yes,Under 30
5715,0363-QJVFX,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32,108.15,2541,1,Yes,Under 30
5716,8903-XEBGX,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2,55.3,4594,3,No,Under 30
5717,8169-SAEJD,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),69,56.55,4162,3,No,Senior (≥ 60)
5718,9840-DVNDC,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),6,80.5,2181,2,Yes,Middle Age (30–59)
5719,1089-XZWHH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24,19.7,3594,5,No,Middle Age (30–59)
5720,2325-WINES,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),32,104.05,2335,4,No,Middle Age (30–59)
5721,6064-ZATLR,No,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),27,52.85,2842,3,No,Middle Age (30–59)
5722,3096-JRDSO,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),27,104.3,3444,1,Yes,Senior (≥ 60)
5723,7824-PANSQ,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58,80.65,6043,5,No,Middle Age (30–59)
5724,8042-JVNFH,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,71.35,5730,3,Yes,Under 30
5725,9648-BCHKM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18,24.65,5231,3,No,Under 30
5726,2888-ADFAO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),47,21.3,2861,4,No,Middle Age (30–59)
5727,8707-HOEDG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,70,110.2,4098,3,No,Under 30
5728,3374-LXDEV,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,13,89.4,2226,1,Yes,Middle Age (30–59)
5729,4072-IPYLT,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),36,51.05,2161,3,No,Middle Age (30–59)
5730,7167-PCEYD,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,67,19.8,4260,3,No,Middle Age (30–59)
5731,4936-YPJNK,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,10,19.9,5811,4,No,Middle Age (30–59)
5732,1580-BMCMR,No,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,19,87.3,4447,3,No,Senior (≥ 60)
5733,4817-KEQSP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),71,19.85,6342,4,No,Middle Age (30–59)
5734,6408-WHTEF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,72,89.4,6044,3,No,Middle Age (30–59)
5735,9251-AWQGT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,48,20.0,2608,5,No,Under 30
5736,8749-CLJXC,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.05,2067,5,No,Middle Age (30–59)
5737,7989-VCQOH,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,18,83.25,2065,3,No,Under 30
5738,5049-GLYVG,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,20.6,3618,1,Yes,Middle Age (30–59)
5739,4199-QHJNM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),67,102.9,5869,3,No,Senior (≥ 60)
5740,8882-TLVRW,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,69,39.1,5987,3,No,Middle Age (30–59)
5741,5883-GTGVD,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,19,99.95,3670,1,Yes,Middle Age (30–59)
5742,5135-GRQJV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,72,114.5,6051,3,No,Senior (≥ 60)
5743,2384-OVPSA,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,38,20.2,4947,3,No,Senior (≥ 60)
5744,1371-WEPDS,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,40,55.8,3587,3,No,Senior (≥ 60)
5745,3580-GICBM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,61,24.2,6201,3,No,Middle Age (30–59)
5746,4817-QRJSX,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),10,81.0,2946,2,Yes,Middle Age (30–59)
5747,9730-DRTMJ,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),32,72.8,3278,5,No,Under 30
5748,4686-UXDML,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21,99.85,2113,3,No,Under 30
5749,3349-ANQNH,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,59,99.5,5513,5,No,Senior (≥ 60)
5750,2398-YPMUR,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,13,70.15,5101,2,Yes,Senior (≥ 60)
5751,0932-YIXYU,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),47,20.25,5134,3,No,Middle Age (30–59)
